"Study Area","Transect Name","PointId","Observer","Date","DBH LT 23cm","DBH GT 38cm","DBH 23cm To 38cm","Snags","Grazing","Notes"
MAR-13-04,3B-I,3B-I-38,"Harding, Mitzi",2016-05-20,6,8,13,5,1,"*2 distinct species of annual Lotus observed within plot."
MAR-13-04,3B-I,3B-I-38,"Guntly, Katie",2018-04-30,6,9,7,1,,
MAR-13-04,3B-M,3B-M-54,"Harding, Mitzi",2016-05-05,5,12,10,12,0,"PASTURE TO BE GRAZED WITHIN THE NEXT MONTH, SNAGS NOT INCLUDED IN DBH COUNTS!"
MAR-13-04,3B-M,3B-M-54,"Eyestone, Bonnie",2018-05-02,10,6,11,13,1,
MAR-13-04,3B-S,3B-S-31,"Harding, Mitzi",2016-05-18,0,3,11,4,1,"TWO SPP OF AMSINKIA PRESENT WITHIN PLOT."
MAR-13-04,3B-S,3B-S-31,"Halstrom, Grant",2018-04-30,,,4,7,1,
MAR-13-04,3B-S,3B-S-31,"Mong, Catie",2021-05-06,2,,5,7,1,"2 species of HYGL and trifollium"
MAR-13-04,3B-R,3B-R-62,"Harding, Mitzi",2016-05-19,6,10,10,2,1,"33M @143 DEGREES: Lower 2= AM*=partially decomposed animal manure above litter."
MAR-13-04,3B-R,3B-R-62,"Halstrom, Grant",2018-05-02,1,3,9,1,1,
MAR-13-04,3B-R,3B-R-62,"Eyestone, Bonnie",2021-04-29,5,4,6,3,1,"releve not complete"
MAR-13-04,3B-R,3B-R-65,"Harding, Mitzi",2016-05-19,8,8,16,19,1,"There was currently grazing in this field, however the point is on a relatively steep rocky slope which clearly recieves minimal (or no) direct usage by the cattle."
MAR-13-04,3B-R,3B-R-65,"Guntly, Katie",2018-05-02,,,,,,"NO RELEVE ON BACK OF LPI"
MAR-13-04,3B-R,3B-R-65,"Mong, Catie",2021-04-29,7,5,6,6,1,"Dead grey pine. Lots of downed logs and rocks."
MAR-13-04,3B-H,3B-H-05,"Harding, Mitzi",2016-05-18,9,13,8,9,1,"16-19m @174 degrees in overgrown access road. 2 spp. Of Acmispon (lotus) observed in plot"
MAR-13-04,3B-H,3B-H-05,"Halstrom, Grant",2018-05-01,15,6,4,7,,"no grazing"
MAR-13-04,3B-H,3B-H-05,"Mong, Catie",2021-04-30,9,11,3,14,1,"Unknown thistle"
MAR-13-04,3B-T,3B-T-47,"Harding, Mitzi",2016-05-05,6,14,17,21,0,"TO BE GRAZED EARLY JUNE FOR SHORT DURATION"
MAR-13-04,3B-T,3B-T-47,"Guntly, Katie",2018-05-02,4,5,6,28,,"OLD COW PIES; VERY TALL, THICK GRASS + WEEDS"
MAR-13-04,3B-U,3B-U-80,"Harding, Mitzi",2016-05-20,0,0,0,0,0,"two species of Lupinus, Plagiobothrys nothofulvus and another unknown Plagiobothrys present."
MAR-13-04,3B-U,3B-U-80,"Guntly, Katie",2018-05-03,,,,,,
MAR-13-04,3B-W,3B-W-09,"Harding, Mitzi",2016-05-18,12,35,13,9,1,"one dead Arctostaphylos in plot"
MAR-13-04,3B-W,3B-W-09,"Guntly, Katie",2018-05-01,21,5,10,18,,
MAR-13-04,3B-W,3B-W-09,"Noda, Sophie",2021-06-07,28,12,14,31,1,"dry, crispy plants"
BUT-14-02,GRUP,GRUP-E1,"Wendt, Carrie",2017-06-09,,,,1,1,
BUT-14-02,GRUP,GRUP-E1,"Halstrom, Grant",2019-05-13,5,8,6,1,1,
BUT-14-02,GRUP,GRUP-E2,"Howard, Katharine",2016-04-26,0,0,0,0,1,
BUT-14-02,GRUP,GRUP-E2,"Weverka, Jacob",2019-05-13,,,,,1,
BUT-14-02,GRUP,GRUP-E3,"Weverka, Jacob",2019-05-13,13,47,7,4,1,"GPS point for goat grass"
BUT-14-02,GRUP,GRUP-E4,"Howard, Katharine",2016-04-26,19,24,5,6,0,"VERY ROCKY."
BUT-14-02,GRUP,GRUP-E4,"Wendt, Carrie",2018-04-24,18,,,2,,"rattle snake!"
BUT-14-02,GRUP,GRUP-E5,"Wendt, Carrie",2017-06-09,,59,,2,1,
BUT-14-02,GRUP,GRUP-E5,"Weverka, Jacob",2019-05-13,36,96,4,7,1,
BUT-14-02,GRUP,GRUP-E6,"Wendt, Carrie",2018-04-24,2,3,2,1,1,
BUT-14-02,GRUP,GRUP-N2,"Howard, Katharine",2016-04-15,0,0,1,1,1,LEWOs!
BUT-14-02,GRUP,GRUP-N2,"Wendt, Carrie",2018-04-23,,,1,,1,
BUT-14-02,GRUP,GRUP-N2,"Halstrom, Grant",2019-05-13,,,2,,1,
BUT-14-02,GRUP,GRUP-N3,"Wendt, Carrie",2017-06-08,,47,,1,1,
BUT-14-02,GRUP,GRUP-N3,"Halstrom, Grant",2019-05-13,8,16,29,1,1,
BUT-14-02,GRUP,GRUP-N4,"Wendt, Carrie",2017-04-28,,,,,1,
BUT-14-02,GRUP,GRUP-N4,"Wendt, Carrie",2019-05-13,,,,,1,
BUT-14-02,GRUP,GRUP-N5,"Wendt, Carrie",2017-04-28,,,,,1,
BUT-14-02,GRUP,GRUP-N5,"Wendt, Carrie",2019-05-13,,,,,1,
BUT-14-02,GRUP,GRUP-S1,"Howard, Katharine",2016-04-15,0,0,0,0,1,"Part of plot is in keyline study plot."
BUT-14-02,GRUP,GRUP-S1,"Wendt, Carrie",2018-04-23,,,,,1,
BUT-14-02,GRUP,GRUP-W1,"Howard, Katharine",2016-04-14,0,0,0,0,1,
BUT-14-02,GRUP,GRUP-W1,"Wendt, Carrie",2018-04-23,,,,,1,
BUT-14-02,GRUP,GRUP-W2,"Reese, Nathan",2016-04-14,0,0,0,0,1,
BUT-14-02,GRUP,GRUP-W2,"Weverka, Jacob",2019-05-15,,,,,1,
BUT-14-02,GRUP,GRUP-W3,"Reese, Nathan",2016-04-14,0,0,0,0,1,
BUT-14-02,GRUP,GRUP-W3,"Halstrom, Grant",2019-05-15,,,,,1,
NEV-13-02,ELRA,ELRA-02,"Weintraub , Kelly",2016-05-20,0,0,0,0,1,
NEV-13-02,ELRA,ELRA-03,"Weintraub , Kelly",2016-04-26,6,18,8,2,0,"Very light grazing"
NEV-13-02,ELRA,ELRA-14,"Weintraub , Kelly",2016-05-20,1,3,9,0,0,
NEV-13-02,ELRA,ELRA-17,"Weintraub , Kelly",2016-04-26,58,40,6,4,0,"Light wildlife grazing"
NEV-15-01,BARH,BARH-01,"Weintraub , Kelly",2015-05-01,0,0,5,0,1,
NEV-15-01,BARH,BARH-01,"Weintraub , Kelly",2018-05-07,2,2,3,,1,
NEV-15-01,BARH,BARH-01,"Easley, Madison",2021-05-13,,,4,1,1,"Heavily grazed irrigated pasture"
NEV-15-01,BARH,BARH-02,"Weintraub , Kelly",2017-05-02,2,1,10,,,
NEV-15-01,BARH,BARH-02,"Easley, Madison",2021-05-13,3,6,16,,1,"Very heavily grazed. Producer mentioned he seeded area with a no-till drill during the previous fall. Grasses and forbs are very short. Evidence of continuous grazing without rotation or much rest this time of year."
NEV-15-01,BARH,BARH-04,"Weintraub , Kelly",2016-04-29,300,82,46,9,0,"This site will be thinned in the near future"
TUL-15-02,RRRA,RRRA-01,"Eyestone, Bonnie",2016-05-03,15,16,4,18,1,"Large slabs of granite. All manzanita dead."
TUL-15-02,RRRA,RRRA-01,"Weverka, Jacob",2019-05-01,9,15,8,10,1,
TUL-15-02,RRRA,RRRA-01,"Garcia, Dabid",2022-04-07,9,11,2,9,,
TUL-15-02,RRRA,RRRA-04,"Swanson, Ryan",2016-05-04,27,25,9,11,0,
TUL-15-02,RRRA,RRRA-04,"Weverka, Jacob",2019-05-01,8,33,5,10,1,
TUL-15-02,RRRA,RRRA-04,"Garcia, Dabid",2022-04-07,8,4,3,12,,
TUL-15-02,RRRA,RRRA-11,"Swanson, Ryan",2016-05-04,25,41,5,9,1,
TUL-15-02,RRRA,RRRA-11,"Weverka, Jacob",2019-05-01,17,16,1,14,1,
TUL-15-02,RRRA,RRRA-11,"Garcia, Dabid",2022-04-07,12,8,3,5,1,
NEV-13-01,ELST,ELST-01,"Weintraub , Kelly",2016-05-20,40,20,8,4,0,
NEV-13-01,ELST,ELST-01,"Weintraub , Kelly",2018-05-08,72,56,8,3,,
NEV-13-01,ELST,ELST-01,"Noda, Sophie",2021-05-11,,,,,1,"29-50 on 93 degree line is on a skid trail. BROMU=unknown brome, maybe bromus rubens. line on ridge top, very shady."
NEV-13-01,ELST,ELST-03,"Weintraub , Kelly",2016-04-28,84,30,33,1,1,"Pigs have been pastured here in the last year. Was grazed by sheep in January. Erigated aboe site and seeps through site. Site has shallow soil and has many wetland species."
NEV-13-01,ELST,ELST-03,"Noda, Sophie",2022-04-26,37,48,12,5,1,"irrigated pasture on north and NW side of 50 m circle edges. don't recommend resampling this point. On road for points 10-12 on 95 degree line. Stopped at point 45 on 95 degree line because of fence and pt 43 on 275 degree line because of blackberry wall"
NEV-13-01,ELST,ELST-06,"Shake, Corey",2016-05-20,0,13,2,0,1,
NEV-13-01,ELST,ELST-06,"Weintraub , Kelly",2018-05-08,,5,2,,,
NEV-13-01,ELST,ELST-06,"Easley, Madison",2021-05-11,,,,,1,
BUT-15-02,WORA,WRSW-03,"Wendt, Carrie",2017-04-19,,,,,1,
BUT-15-02,WORA,WRSW-03,"Wendt, Carrie",2019-04-26,,,,,1,
BUT-15-02,WORA,WR-S-02,"Wendt, Carrie",2017-04-05,,,,,,
BUT-15-02,WORA,WR-S-02,"Wendt, Carrie",2019-04-26,,,,,1,
BUT-15-02,WORA,WR-S-03,"Wendt, Carrie",2017-04-20,,,,,,
BUT-15-02,WORA,WR-S-03,"Wendt, Carrie",2019-04-26,,,,,1,
BUT-15-02,WORA,WRWT-02,"Wendt, Carrie",2017-04-20,,,,,,
BUT-15-02,WORA,WRWT-02,"Wendt, Carrie",2019-05-16,,,,,1,"gopher snake"
BUT-15-02,WORA,WR-W-03,"Wendt, Carrie",2017-04-19,,,,,1,
BUT-14-02,GRUP,GRUP-S3,"Wendt, Carrie",2017-06-08,,12,,1,1,
BUT-14-02,GRUP,GRUP-S3,"Weverka, Jacob",2019-05-15,5,5,9,,1,
GLE-15-28,TCUP,TCUP-02,"Martin, Ben",2015-07-05,,,,2,1,"No data on tree DBH. Transect crosses drainage; pond directly to the north of transect"
GLE-15-28,TCUP,TCUP-05,"Halstrom, Grant",2018-05-31,11,14,10,1,1,
GLE-15-28,TCUP,TCUP-05,"Garcia, Dabid",2022-04-11,15,8,14,2,1,
GLE-15-28,TCUP,TCUP-08,"Halstrom, Grant",2018-05-31,4,18,4,11,1,
GLE-15-28,TCUP,TCUP-08,"Garcia, Dabid",2022-04-11,6,20,11,4,1,
GLE-15-28,TCUP,TCUP-09,"Swanson, Ryan",2016-04-06,,,,,1,
GLE-15-28,TCUP,TCUP-10,"Martin, Ben",2015-07-15,,,,,1,
GLE-15-28,TCUP,TCUP-10,"Halstrom, Grant",2018-05-31,,,,,1,
GLE-15-28,TCUP,TCUP-10,"Garcia, Dabid",2022-04-11,,,,,1,
GLE-15-28,TCUP,TCUP-12,"Martin, Ben",2016-04-05,,,,,1,
GLE-15-28,TCUP,TCUP-16,"Martin, Ben",2016-04-05,,1,8,,1,
ELD-15-01,FOWE,FOWE-03,"Fogg, Alissa",2018-05-23,3,,4,,,"No grazing this growing season. Transects are in two different pastures, point was on a fenceline. 2nd transect, pasture does not appear to have been grazed in a long time."
ELD-15-01,FOWE,FOWE-03,"Fogg, Alissa",2021-05-21,2,3,11,,1,"2018 QUDO should be QULO. 244 degree transect goes into ungrazed pasture at 10 m"
ELD-15-01,FOWE,FOWE-06,"Fogg, Alissa",2018-05-23,34,25,15,1,1,"Oak woodland with steep live oak north-facing slope taking up ~50% of plot. Likely more native forbs and grasses but we ran out of time."
ELD-15-01,FOWE,FOWE-06,"Fogg, Alissa",2021-05-20,12,37,19,,1,
ELD-15-01,FOWE,FOWE-07,"Fogg, Alissa",2018-05-23,1,1,1,,1,"Active grazing, had to chase cows away. Unknown trifolium has white flowers, 20cm tall, serated leaves 1cm long."
ELD-15-01,FOWE,FOWE-07,"Noda, Sophie",2021-05-20,,1,1,,1,"live oak 6 stems below DBH all >38 cm"
ELD-15-01,FOWE,FOWE-09,"Fogg, Alissa",2018-05-23,,,3,,,"Does not appear to be grazed this growing season. Transects are in two different pastures."
ELD-15-01,FOWE,FOWE-09,"Noda, Sophie",2021-05-20,,,,,1,"Need to assess trees (but no shrubs likely). Did not do second direction because it crossed a fence line with different management."
ELD-15-01,FOEA,FOEA-13,"Fogg, Alissa",2018-05-24,16,16,3,1,1,"Small fire/burn pile within the plot on 2nd LPI survey. Bare ground is evident and sprouting shrubs such as yerba santa."
ELD-15-01,FOEA,FOEA-13,"Noda, Sophie",2021-05-21,10,6,11,,,
ELD-15-01,FOEA,FOEA-18,"Fogg, Alissa",2018-05-24,12,5,6,,1,"Grown over ranch road runs through plot."
ELD-15-01,FOEA,FOEA-18,"Noda, Sophie",2021-05-21,9,18,2,,,"not grazed since 2019"
TEH-15-01,ELDE,ELDE-03,"Young, Alicia",2016-05-17,348,44,12,0,0,
TEH-15-01,ELDE,ELDE-10,"Young, Alicia",2016-05-17,31,14,14,0,0,
TEH-15-01,ELDE,ELDE-11,"Young, Alicia",2016-05-17,38,22,2,0,0,
YOL-14-05,TFOW,TF03-AS,"Shake, Corey",2016-05-25,35,44,6,2,1,"DIVERSITY HIGH - SEARCH FOR 25 MIN"
YOL-14-05,TFOW,TF03-AS,"Shake, Corey",2017-06-09,46,34,12,1,1,"Most plants except perennials and late season annual are pretty and hard to find.  Estimated weed/other cover:  NAPU4 = 5%, MECA2 =<1%."
YOL-14-05,TFOW,TF03-AS,"Shake, Corey",2018-05-16,43,25,18,4,1,"GALIUM was a native perennial"
YOL-14-05,TFOW,TF03-AS,"Noda, Sophie",2021-05-24,47,46,41,9,1,"plant search was 34-38 min approx. Plot burned last summer in LNU complex fire. part of plot was bulldozed in attempted control line"
YOL-14-05,TFGR,TF04-AS,"Shake, Corey",2016-05-04,0,0,0,0,0,"not yet this year but in previous seasons, yes"
YOL-14-05,TFGR,TF04-AS,"Shake, Corey",2017-05-08,,,,,1,"Not recently grazed"
YOL-14-05,TFGR,TF04-AS,"Shake, Corey",2019-06-24,,,,,1,"Not recently grazed, but probably early fall 2018."
YOL-14-05,TFGR,TF04-AS,"Shake, Corey",2021-05-24,,,,,1,"Not grazed much late winter or spring- perennial PHAQ not showing signs of grazing. Soil at 13, 17, 18 is actually white chalky powder spread/dumped in field-maybe gypsum?"
YOL-14-05,TFGR,TF09-AE,"Shake, Corey",2016-05-10,0,0,0,0,1,"maybe grazed early and lightly"
YOL-14-05,TFGR,TF09-AE,"Shake, Corey",2017-05-08,,,,,1,"LPI DATA ENTERED INCONSISTENT WITH 2016.  FIRST DIRECTION TRANSECT SHOULD BE DATA FROM 114 DEGREE TRANSECT.  DIDN'T REENTER CONSISTENTLY, BUT TAKE CARE WHEN ANALYZING DATA. Visual estimate of % cover within 50m: CESO3 = 1.  Not grazed recently but definitely this winter"
YOL-14-05,TFGR,TF09-AE,"Shake, Corey",2021-05-24,,,,,1,"despite being quite abundant, TACA8 has little to no seed production in this very dry water year"
YOL-14-05,TFGR,TF09-AW,"Shake, Corey",2016-05-18,0,0,1,0,1,"grazed lightly early winter or fall"
YOL-14-05,TFGR,TF09-AW,"Shake, Corey",2017-05-08,,,1,,1,
YOL-14-05,TFGR,TF09-AW,"Shake, Corey",2018-05-03,,,1,,1,"AETR 3%,  TACA8 4%, HOMU 8%,  BRDI3 7%, CESO3  4%, 2FA is an annual forb in family Apiaceae."
YOL-14-05,TFGR,TF09-AW,"Noda, Sophie",2021-05-24,,,1,,1,"10 degrees off to the South on the E transect- used compass, apparently declination was off-used GPS to get 10 degree deviation"
YOL-14-05,TFGR,TF10-AN,"Shake, Corey",2016-05-18,0,0,0,0,1,
YOL-14-05,TFGR,TF10-AN,"Shake, Corey",2017-05-08,,,,,1,"Visual estimate of % cover within 50m: TACA8 < 1, AETR < 1.  Not recently grazed- maybe fall or early winter"
YOL-14-05,TFGR,TF10-AN,"Shake, Corey",2021-05-21,,,,,1,"fairly heavy grazing (RDM ~300-1000 lbs/ac) in low rainfall year"
YOL-15-01,HHKY,HHKY-01,"Shake, Corey",2016-04-20,0,0,0,0,1,"Field has been signifcantly grazed up until today, makes ID on plants difficult & plant height signigfcantly lower, 100m from H2O trough. CESO3 still in rosette/ seedling stage- small, under counted."
YOL-15-01,HHKY,HHKY-01,"Shake, Corey",2019-04-26,,,,,1,"Currently being grazed; lots of trampling; grazed low."
YOL-15-01,HHKY,HHKY-01,"Garcia, Dabid",2022-04-29,,,,,1,
YOL-15-01,HHKY,HHKY-07,"Shake, Corey",2016-06-10,0,0,4,0,1,"Grazing pressure reduced this year from last, CESO3 very abundant (about 55% absolute cover) but mostly in understory, about 20cm on hillside"
YOL-15-01,HHKY,HHKY-07,"Shake, Corey",2017-04-27,1,,4,,1,"EPILO is annual forb.  Field very lightly grazed, probably only when animals were moved through or escaped into this field, but activity minimal and occurred in Dec/Jan.  Visual estimates of invasive plant cover (%):  AETR ~4, CAPY2 ~4, CESO3 ~16, TACA8 ~4."
YOL-15-01,HHKY,HHKY-07,"Shake, Corey",2019-05-29,,,4,,1,"Searched for 26 min because variable terrain, and veg community with relatively high species diversity."
YOL-15-01,HHKY,HHKY-07,"Le, My-Lan",2022-04-29,,,4,,1,"Using magnetic north this year (per protocol) adjusts transects ~10m clockwise from location in all previous years, but still falls roughly under same QUDO canopy. Species search (releve) was 26 minutes long."
YOL-15-01,HHKY,HHKY-08,"Le, My-Lan",2022-04-29,,,,,1,
TUL-15-01,BUCK,BUCK-06,"Eyestone, Bonnie",2016-05-03,75,28,9,16,1,
TUL-15-01,BUCK,BUCK-06,"Weverka, Jacob",2019-05-02,69,55,14,9,1,"Cattle absent 2/25 - 4/10"
TUL-15-01,BUCK,BUCK-06,"Garcia, Dabid",2022-04-06,48,46,8,20,,
TUL-15-01,BUCK,BUCK-08,"Eyestone, Bonnie",2016-05-03,24,16,19,7,1,
TUL-15-01,BUCK,BUCK-08,"Weverka, Jacob",2019-05-02,39,59,8,19,1,"Extra recovery time this year: cattle absent 2/25-4/10 - change in management"
TUL-15-01,BUCK,BUCK-08,"Garcia, Dabid",2022-04-06,34,72,19,26,,
FRE-14-01,MCPR,MCPRR2R,"Eyestone, Bonnie",2016-04-22,0,0,8,2,0,"This area is monitored through both the RMN and Rancher to Rancher program.  The goal is to reduce BRDI3 cover and increase perennial grasses and native plants. The ~3 acre pasture was intensively flash grazed for ~1 hr mid March. Also, a few data from the releve are missing from puppy chewing data sheet :("
FRE-14-01,MCPR,MCPRR2R,"Swanson, Ryan",2018-04-19,6,4,11,3,1,
FRE-14-01,MCPR,MCPRR2R,"Garcia, Dabid",2022-04-05,7,9,6,1,1,"Creek had water in it."
TUL-15-03,HOMR,HOMR-20,"Eyestone, Bonnie",2016-04-27,5,19,7,1,1,"SUMMER GRAZING"
TUL-15-03,HOMR,HOMR-20,"Weverka, Jacob",2019-04-30,17,16,7,10,1,"CALAN is calandrinia menziesii but there is no code for it...."
TUL-15-03,HOMR,HOMR-22,"Eyestone, Bonnie",2016-04-14,0,0,0,0,1,"SEPT-FEB GRAZING"
TUL-15-03,HOMR,HOMR-22,"Weverka, Jacob",2019-04-30,,,,,1,
TUL-15-03,HOMR,HOMR-22,"Noda, Sophie",2022-04-07,,,,,,"Maybe grazing this season"
TUL-15-03,HOMR,HOMR-31,"Weverka, Jacob",2019-04-30,93,36,8,20,,
TUL-15-03,HOMR,HOMR-36,"Weverka, Jacob",2019-04-30,24,21,8,24,1,
TUL-15-03,HOMR,HOMR-45,"Eyestone, Bonnie",2016-05-05,91,39,11,18,1,"BEEHIVE IN LARGE DIAMETER BLUE OAK"
TUL-15-03,HOMR,HOMR-45,"Weverka, Jacob",2019-05-03,84,30,9,28,1,"Grazing is light due to steep slope"
TUL-15-03,HOMR,HOMR-45,"Noda, Sophie",2022-04-07,63,64,16,29,,
TUL-15-03,HOMR,HOMR-70,"Eyestone, Bonnie",2016-04-26,40,60,0,70,0,"GRAZING SEPT-FEB. MASS BLUE OAK MORTALITY"
TUL-15-03,HOMR,HOMR-70,"Weverka, Jacob",2019-05-03,18,14,,189,1,"Light grazing. Massive tree mortaliting, N-facing slope"
TUL-15-03,HOMR,HOMR-70,"Noda, Sophie",2022-04-07,3,17,1,64,,"insanely high QUDO mortality"
"Yolo County",YOL-14-04,BR05,"Shake, Corey",2016-05-13,0,0,0,0,1,"grazed lightly,early by 2 bulls for a very large area (about 200 acres) through one short area on LPI is a bedding area for acttle"
YOL-14-03,YLGR,YL18-TR,"Shake, Corey",2017-05-30,,,,,1,"Visual estimate of % cover within 50m: ELGL < 1, NAPU4 = 8, BRAL2 < 1, AETR = 38.  Grazed early in the season, before April 15; relatively high growth. Noticeably ample populations of grasshoppers; and med-size orange/red/black wasps, and large black/grey hover fly (or maybe bee, or maybe parasitoid) - both patrolling grassland (not visiting flowers)"
YOL-14-03,YLGR,YL18-TR,"Swanson, Ryan",2018-05-09,,,,,1,
YOL-14-03,YLGR,YL18-TR,"Shake, Corey",2019-05-08,,,,,1,
YOL-14-03,YLGR,YL18-TR,"Noda, Sophie",2021-05-06,,,,,1,"On East transect: Burned in wildfire 0-18 m, tire track road/dozer line 19-23 m, unburned 24-50 m Heavy grazing on flat near where they were feeding hay (at YL18-CL)"
YOL-14-03,YLGR,YL18-TR,"Garcia, Dabid",2022-04-27,,,,,1,"Appears ungrazed in at least the last few months- maybe grazed in fall/Dec. 2/3 of plot burned 2 years ago. Plant search was 26 minutes because of high diversity."
LAS-13-10,WDRA,WDRA-03,"Russell, Tiffany",2016-05-24,0,0,3,0,0,"Juniper is being removed from this site"
LAS-13-10,WDRA,WDRA-03,"Russell, Tiffany",2017-05-24,6,,,,1,"cows in from early april to day before survey, appoximately 30"
LAS-13-10,WDRA,WDRA-05,"Russell, Tiffany",2016-05-24,0,0,0,1,1,"grazed last summer.  arbitrary direction grouping assigned on import, no compass direction recorded with access database dump"
LAS-13-10,WDRA,WDRA-05,"Russell, Tiffany",2017-05-24,3,,,1,1,"early spring grazing april to may for cheatgrass control"
LAS-13-10,WDRA,WDRA-06,"Russell, Tiffany",2016-05-24,0,0,0,0,1,"late summer"
LAS-13-10,WDRA,WDRA-07,"Russell, Tiffany",2016-05-17,7,,,,1,"Perennial stream runs though plot. Lots of tiny juniper"
LAS-13-10,WDRA,WDRA-08,"Russell, Tiffany",2016-05-17,4,6,5,,1,"Last year grazing used around transect, wetter area near spring are better"
"SHA-15-08 N",ROSS,ROSS-02,"Herrera, Alicia",2017-05-11,,,1,,1,
"SHA-15-08 N",ROSS,ROSS-02,"Herrera, Alicia",2020-05-07,,,1,,1,"Controlled grazing."
"SHA-15-08 N",ROSS,ROSS-03,"Young, Alicia",2016-05-02,0,0,0,0,0,
"SHA-15-08 N",ROSS,ROSS-03,"Herrera, Alicia",2017-05-11,,,,,1,
"SHA-15-08 N",ROSS,ROSS-11,"Young, Alicia",2016-05-02,3,15,21,2,0,
"SHA-15-08 N",ROSS,ROSS-11,"Herrera, Alicia",2017-05-11,9,18,12,8,1,
"SHA-15-08 N",ROSS,ROSS-13,"Young, Alicia",2016-05-19,298,38,22,2,0,
"SHA-15-08 N",ROSS,ROSS-13,"Herrera, Alicia",2017-05-12,278,62,24,2,,
"SHA-15-08 N",ROSS,ROSS-13,"Herrera, Alicia",2020-05-07,302,148,52,4,1,
"SHA-15-08 N",ROSS,ROSS-13,"Garcia, Dabid",2022-05-05,204,26,21,2,,
"SHA-15-08 N",ROSS,ROSS-14,"Young, Alicia",2016-05-02,138,56,24,2,0,
"SHA-15-08 N",ROSS,ROSS-14,"Herrera, Alicia",2017-05-12,116,67,29,4,,
"SHA-15-08 N",ROSS,ROSS-14,"Herrera, Alicia",2020-05-07,,,,,1,
"SHA-15-08 N",ROSS,ROSS-14,"Garcia, Dabid",2022-05-04,124,76,47,3,,
